approve,id,tier,reason,value,suggestion,confidence,entry_id,field_path,context_before,context_after,occurrences
,cand-1561172,1,digit_in_letter,Jesuits1,JesuitsI,0.45,schaff-herzog.doellihger-johann-josef-ignaz-von,definition_blocks[32],"fight on paper took place, in which the",organ at Rome participated. In the syll,1
,cand-1567364,1,digit_in_letter,Ab8olutheit,AbSolutheit,0.45,schaff-herzog.dogma-dogmatics,definition_blocks[100],"dogmatics, but by his mono- graphs (Die",des Christentuma und die Religionsgesch,1
,cand-2756939,1,digit_in_letter,K5gel,KSgel,0.45,schaff-herzog.dolf,definition_blocks[1],,was distinguished particiilarly as a pr,1
,cand-2757000,1,digit_in_letter,powerfi4,powerfi4,0.45,schaff-herzog.dolf,definition_blocks[1],stic. His sermons bear the impress of a,"moral earnestness, psychologicflj acume",1
,cand-2757019,1,digit_in_letter,K6gel,K6gel,0.45,schaff-herzog.dolf,definition_blocks[1],ly subservient to the art of preaching.,exercised a considerable influence over,1
,cand-1572002,1,digit_in_letter,8acri,Sacri,0.45,schaff-herzog.dominic-saint-and-the-dominican-order,definition_blocks[9],ritual conferences. From this fact grew,palatii — an office the existence of wh,1
,cand-1576128,1,digit_in_letter,Part8tnu8f,PartStnuSf,0.45,schaff-herzog.donation-of-constantine,definition_blocks[12],"y, the opposite construction. The Codex","however, is positive evi- dence that it",1
,cand-1580643,1,digit_in_letter,8dence,Sdence,0.45,schaff-herzog.donnellan-donne-lan-lectures,definition_blocks[5],"4. J. Kennedy, The Researches of Modern",. . demonstrate the Inspiration of . .,1
,cand-1582018,1,digit_in_letter,philo8ophische,philoSophische,0.45,schaff-herzog.dorner-august-johannes,definition_blocks[0],seine theologische und seine religions*,Anschauung (1873); Ueber die Prin- zipi,1
,cand-1582077,1,digit_in_letter,philo8ophie,philoSophie,0.45,schaff-herzog.dorner-august-johannes,definition_blocks[1],ic. 1903); Grundprobleme der Religions-,"(Berlin, 1903); IndividueUe und soziale",1
,cand-1584002,1,digit_in_letter,6ix,6ix,0.45,schaff-herzog.dort-synod-of,definition_blocks[3],"mittimini, tie, tie."" The net result of",weeks' time was that the Remon- strants,1
,cand-1559949,1,digit_in_letter,DOT2G,DOT2G,0.45,schaff-herzog.dot2g,term,,,1
,cand-1585197,1,digit_in_letter,Lem6,Lem6,0.45,schaff-herzog.douen-emmanuel-orehtin,definition_blocks[0],1896. His par- ents in 1833 removed to,"(Aisne), and there his education was be",1
,cand-1585320,1,digit_in_letter,6lienne,6lienne,0.45,schaff-herzog.douen-emmanuel-orehtin,definition_blocks[0],decreed a prize by the French Academy;,Dolet (1881); La Revocation de I'tdit d,1
,cand-1585330,1,digit_in_letter,de8,deS,0.45,schaff-herzog.douen-emmanuel-orehtin,definition_blocks[0],"on de I'tdit de Nantes a Paris, d'aprbs","documents intdits (3 vols., 1894).",1
,cand-1588963,1,digit_in_letter,bl05,blOS,0.45,schaff-herzog.draehdorf-johannes,definition_blocks[5],3,025 315 fa?1,1
,cand-1589752,1,digit_in_letter,church4ore,church4ore,0.45,schaff-herzog.dragon,definition_blocks[3],A similar belieif entered the folk- and,of Christians; and just as the heroes a,1
,cand-1590885,1,digit_in_letter,9entUdu,9entUdu,0.45,schaff-herzog.dreams,definition_blocks[4],"ms, London, 1886; H. Schulti. Altteeta-","Theologie, G5ttingen, 1888, Eng. transl",1
,cand-1590915,1,digit_in_letter,S6dan,S6dan,0.45,schaff-herzog.drelnrcourt-charles,definition_blocks[0],French Reformed pastor; b. at,"July 10, 1596; d. m Paris Nov. 3, 1669.",1
,cand-1591547,1,digit_in_letter,Ass3rrians,Ass3rrians,0.45,schaff-herzog.dress-and-ornament-hebrew,definition_blocks[8],richly ornamented mantle of well-tordo,"and Babylonians, which reached from the",1
,cand-1608414,1,digit_in_letter,DT71IGAL,DT7IIGAL,0.45,schaff-herzog.dt71igal,term,,,1
,cand-1601786,1,digit_in_letter,BUR6HARDT,BUR6HARDT,0.45,schaff-herzog.du-bois-william-edward-bur6hardt,term,"DU BOIS, WILLIAM EDWARD",,1
,cand-1608233,1,digit_in_letter,Tou9,Tou9,0.45,schaff-herzog.du-moulin,definition_blocks[15],"tumt franfoU, Tii. 170 sqq.; J. Asnmon,",let tynodf,1
,cand-1608241,1,digit_in_letter,riformSe9,riformSe9,0.45,schaff-herzog.du-moulin,definition_blocks[16],Mhraottz dee iglima,"de France, The Hague,",1
,cand-1616181,1,digit_in_letter,Trait6,Trait6,0.45,schaff-herzog.du-pin-louis-ellies,definition_blocks[1],"tionee historicas (Paris, 1686) and his",de la puissance eccl6- siastique et tem,1
,cand-1601540,1,digit_in_letter,6ERRIT,6ERRIT,0.45,schaff-herzog.dubbmk-6errit-hin-rik,term,"DUBBmK,",H£in>RIK,1
,cand-1606618,1,digit_in_letter,Th0,ThO,0.45,schaff-herzog.dukhobors,definition_blocks[10],"er, the great-grandson of Kapoiis- tixL","woman had shown favor to a young man, P",1
,cand-1623480,1,digit_in_letter,DWI6HT9,DWI6HT9,0.45,schaff-herzog.dwi6ht9-tim0th7,term,,TIM0TH7,1
,cand-1623482,1,digit_in_letter,TIM0TH7,TIMOTH7,0.45,schaff-herzog.dwi6ht9-tim0th7,term,DWI6HT9,,1
,cand-1625999,1,digit_in_letter,Hippol3rtus,Hippol3rtus,0.45,schaff-herzog.easter,definition_blocks[14],ed recently passages from the Canons of,"(TU, vi. 4, pp. 116-116) and from Aphra",1
,cand-1628156,1,digit_in_letter,Eg3rptian,Eg3rptian,0.45,schaff-herzog.easter,definition_blocks[48],y of the Montanists who by means of the,calen- dar designated the seventh of Ap,1
,cand-1629928,1,digit_in_letter,mart3nrs,mart3nrs,0.45,schaff-herzog.eastern-church,definition_blocks[16],"tine the Great, together with a host of","and confessors, belong to the Greek com",1
,cand-1630071,1,digit_in_letter,h3rmns,h3rmns,0.45,schaff-herzog.eastern-church,definition_blocks[21],"hrough the Nicene and other creeds, its","made known by J. M. Neale and othen, an",1
,cand-2184348,1,digit_in_letter,According1,AccordingI,0.45,schaff-herzog.eb,definition_blocks[1],"Kabrcws, Qospel",to Hedio,1
,cand-1635902,1,digit_in_letter,I7s6er,I7s6er,0.45,schaff-herzog.ebel-johahn-wilhelm,definition_blocks[3],"e of J. Ebel, London, 1882; H. Wagener,","J. W. Ebel, Ludwigsbuig. 1861. Consult",1
,cand-1637027,1,digit_in_letter,Wort8,WortS,0.45,schaff-herzog.eberliny-johann,definition_blocks[4],"d labor, and Wie sich ein Diener Gottet",in all seinem Thun haUen soil . . . (15,1
,cand-1637703,1,digit_in_letter,aU4eaiholiachen,aU4eaiholiachen,0.45,schaff-herzog.ebiohites,definition_blocks[6],"g, 1844; A. Ritschl. Die EnteteKung der","Kimhe^ pp. 152 sqq., Bonn, 1857; A. Hil",1
,cand-1639448,1,digit_in_letter,8chichte,Schichte,0.45,schaff-herzog.ebner-margareta,definition_blocks[29],a vom heiligen Ahendmahl und seiner Ge-,"(2 vols., Frankfort, 1846-46); ChrisUic",1
,cand-3735113,1,digit_in_letter,0HBI8T0F,OHBISTOF,0.45,schaff-herzog.ebnst-fbiedbioh-eabl-kuelleb,definition_blocks[3],,"EBEBHABD NESTLE, Ph.D., Th.D.y",1
,cand-1642289,1,digit_in_letter,by4aws,by4aws,0.45,schaff-herzog.ecclesiolggy,definition_blocks[16],", or it is in the nature of statutes or",and therefore more easily amended. The,1
,cand-1644946,1,digit_in_letter,alio8,alioS,0.45,schaff-herzog.ecclesiolggy,definition_blocks[45],ocorttm communiitm adversus LtUherum et,"hostes ecdesiw (Landshut, 1525) went th",1
,cand-3939773,1,digit_in_letter,liche8,licheS,0.45,schaff-herzog.echt-j081f,definition_blocks[1],", 1900); EichsUtUs Kunst (1901); Kirehr",Handlexikon (1904 sqq.); and KaUnder ba,1
,cand-1645693,1,digit_in_letter,mo6t,mo6t,0.45,schaff-herzog.eckhart,definition_blocks[6],ve been appointed teacher in one of the,famous schools of the order.,1
,cand-3733531,1,digit_in_letter,8AXUXL,SAXUXL,0.45,schaff-herzog.editors,definition_blocks[0],,"XAOAXniBY JA0K80K, D.D., LL.D.",1
,cand-1497422,1,digit_in_letter,6tudee,6tudee,0.45,schaff-herzog.edl-postcanonical-development,definition_blocks[4],"4-206. Strasburg, 1904; M. J. Lagrange,","eur let religions eemitiquee, pp. 140 s",1
,cand-1658709,1,digit_in_letter,19Ui,I9Ui,0.45,schaff-herzog.edwards-jonathan-the-younger,definition_blocks[1],is dismission from his pastorate on the,"of May, 1795.",1
,cand-1660606,1,digit_in_letter,Stubbekj6bing,Stubbekj6bing,0.45,schaff-herzog.egbert-of-york,definition_blocks[11],"coast of Norway), Jan. 31, 1686; d. at",(58 m. s.w. of Copenhagen) in the islan,1
,cand-1670259,1,digit_in_letter,IH20Y,IH2OY,0.45,schaff-herzog.egtpt-exploration-fuiid,definition_blocks[7],Hunt. AOriA,"; "" Sayinge of Our Lord "" and New Sayin",1
,cand-4252329,1,digit_in_letter,emphasi2ed,emphasi2ed,0.45,schaff-herzog.eign-missions,definition_blocks[26],past twenty years in particular it has,that those who are to become mis- siona,1
,cand-1672059,1,digit_in_letter,6tude,6tude,0.45,schaff-herzog.einhard,definition_blocks[2],ranalation dee aainU MareeUinet Pierre.,aur Einhard et aa vie politique 8t7-8SU,1
,cand-1672185,1,digit_in_letter,WB8,WBS,0.45,schaff-herzog.einhard,definition_blocks[8],ich and convicted them of the crime. It,"not imtil the tenth century, however, t",1
,cand-1672545,1,digit_in_letter,Reoe9ten,Reoe9ten,0.45,schaff-herzog.einhard,definition_blocks[11],eriiile will be found in T. von Bfohr's,der Ankim in <Ur Sehveueritdien Eidgeno,1
,cand-3350169,1,digit_in_letter,Apocal3rpse,Apocal3rpse,0.45,schaff-herzog.el-contentb,definition_blocks[13],"aps of a line, in which I Peter and the","of John were named as received, and II",1
,cand-3351069,1,digit_in_letter,ooeup3ring,ooeup3ring,0.45,schaff-herzog.el-contentb,definition_blocks[23],"mes while his brother bishop, Piua, was",the chair of the church of Rome; and so,1
,cand-3495904,1,digit_in_letter,Ren6,Ren6,0.45,schaff-herzog.el-in-the-united-states,definition_blocks[0],slower in taking oiganized form. Joseph,"Villatte, a priest of French Canadian a",1
,cand-1675452,1,digit_in_letter,8arim,Sarim,0.45,schaff-herzog.elders-in-israel,definition_blocks[4],(Ezra X. 14). The Jerusalem college of,became afterward the aristocratic senat,1
,cand-1679081,1,digit_in_letter,Preu99iachs,Preu99iachs,0.45,schaff-herzog.elijah,definition_blocks[30],"of larael, Chicago, 1897; H. Gunkel. in","JahrbQeher, 1898, pp. 18-51; idem, Elic",1
,cand-1682071,1,digit_in_letter,hem4fen,hem4fen,0.45,schaff-herzog.elizabeth-saint-sisters-of,definition_blocks[3],gregaHonen der grauen Schweatem von der,"Eliaabeth, Breslau. 1892; Currier, Reli",1
,cand-1683489,1,digit_in_letter,8ea,Sea,0.45,schaff-herzog.elucott-charles-john,definition_blocks[0],"e, Apr. 25, 1819; d. at Birchington-on-","(17 m. n. of Dover), Kent, Oct. 15, 190",1
,cand-1687467,1,digit_in_letter,Nou8,NouS,0.45,schaff-herzog.emanation,definition_blocks[5],ity is the source of all plurality. The,"(intellect), the first stage in the pro",1
,cand-1688093,1,digit_in_letter,Rdk6czy,Rdk6czy,0.45,schaff-herzog.ember-paulus,definition_blocks[0],war following the revolution of Francis,"and had to flee from Szatmar, where he",1
,cand-1691762,1,digit_in_letter,CORDAT8,CORDATS,0.45,schaff-herzog.ems-congress-of,definition_blocks[13],e Concordat of Aschaffenburg (see Ck>N-,"and DELiMrriNO Bux^us, III, 1, f 2) or",1
,cand-1696245,1,digit_in_letter,Wi99en9chaft,Wi99en9chaft,0.45,schaff-herzog.encyclical-letters,definition_blocks[43],"rimm, in ZWT, 1882. pp. 1-28; M. KAhkr.","der d^riatlichen Ldtre^ pp. 1-42, Leipd",1
,cand-1698213,1,digit_in_letter,de8,deS,0.45,schaff-herzog.engelhardt-johattn-georg-veh,definition_blocks[3],"838)', Ausleg^ ung des apehdaiiven TeUe",Evangeliums Johannia dutch einen deutsc,1
,cand-1703152,1,digit_in_letter,S3r8tem,S3rStem,0.45,schaff-herzog.england-church-of,definition_blocks[67],"funds, such as Queen Amie's Bounty. The","of patronage has led to abuses, some of",1
,cand-1706071,1,digit_in_letter,0ie,Oie,0.45,schaff-herzog.english-john-mahan,definition_blocks[0],e has written The Christian Academy and,"Education of To-Day (Hartford, Conn., 1",1
,cand-1707091,1,digit_in_letter,r6Ie,r6Ie,0.45,schaff-herzog.enlightenment-the,definition_blocks[8],"the mind of the individual, and in this",of champion against tradition it is sub,1
,cand-1707904,1,digit_in_letter,iou8,iouS,0.45,schaff-herzog.enlightenment-the,definition_blocks[18],"- burden of established creeds, and the",and ceaseless strife of theologians. Ou,1
,cand-1708275,1,digit_in_letter,5ew,Sew,0.45,schaff-herzog.enlightenment-the,definition_blocks[22],(1) the impetus toward induction 5. Tbt,"supplied by Bacon and, more than Knowle",1
,cand-1708777,1,digit_in_letter,Schl6zer,Schl6zer,0.45,schaff-herzog.enlightenment-the,definition_blocks[24],", and in Germany by Gatterer (d. 1799),","(d. 1809), Heeren (d. 1842), Meiners (d",1
,cand-1714896,1,digit_in_letter,Hopkin9,Hopkin9,0.45,schaff-herzog.ephod,definition_blocks[9],"aAPHT: T. G. Foote. Th§ Ephod, in Johng","Umttnity CircuUxn, Baltimore, 1900; ide",1
,cand-1714987,1,digit_in_letter,E7HRAEM,E7HRAEM,0.45,schaff-herzog.ephod,definition_blocks[10],,"(EPHREM) SYRUS (""Ephraim the Sjrian""; S",1
,cand-1721080,1,digit_in_letter,presb3rter,presb3rter,0.45,schaff-herzog.episcopacy,definition_blocks[13],episcopate as only a presidency of the,over his peers; yet the Episcopal Churc,1
,cand-1722916,1,digit_in_letter,3linor,3linor,0.45,schaff-herzog.epistle,definition_blocks[11],widely scattered over Asia,and,1
,cand-1723237,1,digit_in_letter,8ah,Sah,0.45,schaff-herzog.epistle,definition_blocks[22],"Age through study of the Epistles, con-",in general the literature on that perio,1
,cand-1728387,1,digit_in_letter,tie9,tie9,0.45,schaff-herzog.erasmus,definition_blocks[45],burg. 1906; an Eng. transL of the Spit-,", , . to hia Fifty-firvt Year, Arranged",1
,cand-1728419,1,digit_in_letter,5tr,Str,0.45,schaff-herzog.erasmus,definition_blocks[45],"8; his PraUe of FoUy, with his Utter to",Thomtu More and a Life is in a handy ed,1
,cand-1729128,1,digit_in_letter,K5nigsberg,KSnigsberg,0.45,schaff-herzog.erbkam-wilhelm-heinrich,definition_blocks[0],"Liegnitz), Silesia, July 8, 1810; d. at","Jan. 0, 1884. He studied at Bonn, where",1
,cand-1729411,1,digit_in_letter,K5nigsberg,KSnigsberg,0.45,schaff-herzog.erdmann-christian-friedrich-david,definition_blocks[0],t in theology there. In 1856 he went to,"as professor of theology, and in 1864,",1
,cand-1731131,1,digit_in_letter,8or,Sor,0.45,schaff-herzog.ernesn-johann-august,definition_blocks[0],"es- of the school of St. Thomas, at the",and same time lecturing with great suc-,1
,cand-1734044,1,digit_in_letter,de9,de9,0.45,schaff-herzog.erthal-frakz-ludwig-von,definition_blocks[2],"on ErthtU, Bamberg, 1894; Zum OedAchtnU","FUrttbiachofa Fraru Ludwio von Erthal,",1
,cand-1734052,1,digit_in_letter,de9,de9,0.45,schaff-herzog.erthal-frakz-ludwig-von,definition_blocks[2],"hofa Fraru Ludwio von Erthal, in Archiv",hiatorUehen Vereina von Unterfranken un,1
,cand-1735228,1,digit_in_letter,Bsohatoloff7,Bsohatoloff7,0.45,schaff-herzog.eschatology,definition_blocks[20],,,1
,cand-1737019,1,digit_in_letter,hii4ory,hii4ory,0.45,schaff-herzog.eschatology,definition_blocks[31],evoted to the subject; the works on the,of doctrine will guide to the historica,1
,cand-1747508,1,digit_in_letter,Pens4essur,Pens4essur,0.45,schaff-herzog.ethics,definition_blocks[53],"y Jansenism, as represented in Pascal's","lareligion (Paris, 1670) and Ques- nel'",1
,cand-1765338,1,digit_in_letter,6or,6or,0.45,schaff-herzog.ethnarch,definition_blocks[3],"title borne by the Hasmoneans (q.v.),in","Jonathan was called by Alexander, son o",1
,cand-1813608,1,digit_in_letter,u6er,u6er,0.45,schaff-herzog.etlert-ruhlemaim-friedrich,definition_blocks[0],"ie Parabdn Jesu (Halle, 1806); PredigUn",Bedurfniase unsers Herzens und VerhOUni,1
,cand-1767866,1,digit_in_letter,da5rs,daSrs,0.45,schaff-herzog.ettwehf-john,definition_blocks[52],f proof for this in the second century.,"of religious observance (Saturdays, fas",1
,cand-1769020,1,digit_in_letter,0eN,OeN,0.45,schaff-herzog.ettwehf-john,definition_blocks[72],"rn, Oxford, 1896; Catergian, Die Litur-","6ei den Armeniem, Vienna, 1897; F. E. W",1
,cand-1769022,1,digit_in_letter,6ei,6ei,0.45,schaff-herzog.ettwehf-john,definition_blocks[72],"Oxford, 1896; Catergian, Die Litur- 0eN","den Armeniem, Vienna, 1897; F. E. Warre",1
,cand-1677683,1,digit_in_letter,EU6IUS,EU6IUS,0.45,schaff-herzog.eu6ius-elotsius-eloi-saint,term,,"(ELOTSIUS, ELOI), SAINT",1
,cand-4577348,1,digit_in_letter,DIE8TEL,DIESTEL,0.45,schaff-herzog.eugene-richard-cox,definition_blocks[3],LUDWIG,"(f), Ph.D., Late Professor of Theology,",1
,cand-1773080,1,digit_in_letter,Pap9t,Pap9t,0.45,schaff-herzog.eugeniusy-yu-jl-ni-us,definition_blocks[27],"no det Kamaldulentert A, Traver§ari gum","Evgen IV., Ddbling. 1886; M. Birck. Der",1
,cand-1774560,1,digit_in_letter,mart3rr,mart3rr,0.45,schaff-herzog.eulogius-of-cordova,definition_blocks[0],"books, which is the main source of the",history of the time and appears to be a,1
,cand-1775585,1,digit_in_letter,Tolve3,Tolve3,0.45,schaff-herzog.eunomnis-eunomians,definition_blocks[14],epistemological reasoning; but this in-,no essential variance. (F. Loofs.),1
,cand-1776812,1,digit_in_letter,83mod,S3mod,0.45,schaff-herzog.eusebius-bruno-of-augers,definition_blocks[0],irst met with u bishop of Angers at the,"of Reims in 1049, and for a long time h",1
,cand-1779685,1,digit_in_letter,4lh,4lh,0.45,schaff-herzog.eusebius-bruno-of-augers,definition_blocks[39],"ngen. 1843; J. H. Newman, Ariane of the","Century, London, 1871; V. Hely. Bueibe",1
,cand-1779757,1,digit_in_letter,2ia,2ia,0.45,schaff-herzog.eusebius-of-emesa,definition_blocks[2],,,1
,cand-1780154,1,digit_in_letter,Auteur9,Auteur9,0.45,schaff-herzog.eusebius-of-emesa,definition_blocks[7],"412 sqq.. Hamburg, 1801; Ceillier,","MocrU, iv.",1
,cand-1780681,1,digit_in_letter,s3mod,s3mod,0.45,schaff-herzog.eusebius-of-samosata,definition_blocks[1],e by the death of Valens. He was at the,"held in Sept., 379, nine months after B",1
,cand-1781036,1,digit_in_letter,aw2,aw2,0.45,schaff-herzog.eusebius-of-vercelu,definition_blocks[1],"ilan, probably i bins at first remained",in company of the Rom practically reach,1
,cand-1785753,1,digit_in_letter,Li6er,Li6er,0.45,schaff-herzog.eutychianus,definition_blocks[1],Bxblioobapht:,"pontificalie, ed. Mommsen in MQH,",1
,cand-3410327,1,digit_in_letter,EVA1I6BLICAL,EVAII6BLICAL,0.45,schaff-herzog.eva1i6blical-church-of,term,,CHURCH OF,1
,cand-1786893,1,digit_in_letter,i0Mf,iOMf,0.45,schaff-herzog.evagrius-scholasticus,definition_blocks[5],"t centuries (cf . Victor Schultze, RoUe","Codex, in Greifswalder Studien, GUtersl",1
,cand-1790447,1,digit_in_letter,6evai,6evai,0.45,schaff-herzog.evangelical-union,definition_blocks[3],ur years. A monthly Forward existed for,years and the Day Star and Dew Drop had,1
,cand-1672765,1,digit_in_letter,da3rs,da3rs,0.45,schaff-herzog.evangeusch-kirchliche,definition_blocks[0],stria. The conference lasts about eight,and is usually opened on Thursday in Tr,1
,cand-1673092,1,digit_in_letter,8tate,State,0.45,schaff-herzog.evangeusch-kirchliche,definition_blocks[6],every other year in most of the German,churches.,1
,cand-1793627,1,digit_in_letter,tt9,tt9,0.45,schaff-herzog.everett-charles-carroll,definition_blocks[1],,,1
,cand-1795289,1,digit_in_letter,Kw4ffr7,Kw4ffr7,0.45,schaff-herzog.evolution,definition_blocks[26],,the conceptionof God took an important,1
,cand-1797126,1,digit_in_letter,h3rpothe8is,h3rpotheSis,0.45,schaff-herzog.evolution,definition_blocks[58],on to Modem Theology: When the Darwmian,was first broached in Great Britain and,1
,cand-1797606,1,digit_in_letter,4tb,4tb,0.45,schaff-herzog.evolution,definition_blocks[61],"Heinse. BerUn, 1903-07, Eng. transl. of","ed., London, 1875-76; J. E. Erdmann. 2",1
